block_num,trial_num,label,predict_probas
0,10,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0,11,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0,12,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0,13,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0,14,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0,15,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0,16,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0,17,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0,18,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0,19,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0,20,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0,21,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0,22,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0,23,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0,24,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0,25,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0,26,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0,27,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0,28,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0,29,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
1,0,0,"[7.024646606623719e-07, 1.7474843616582802e-06, 3.0263795451901387e-06, 9.918580872181337e-07, 5.206874789109861e-07, 3.299916215837584e-07, 1.1414707046242256e-07, 7.011710323467923e-08, 3.831223693850916e-08, 2.3028867701668787e-08, 1.457126064252634e-08, 7.51928830311499e-09, 1.0542587247641677e-08, 1.9195409706185274e-08, 1.960022331104483e-07]"
1,1,1,"[6.087835231483041e-07, 1.5984770129762182e-07, 4.853978197161268e-08, 2.3244053792836894e-08, 3.8268769486649035e-08, 3.907289425342242e-08, 1.818352473037521e-07, 9.545594314985806e-10, 2.944944418534212e-12, 8.09118465045118e-14, 1.6602377025248805e-13, 3.1150405063566644e-13, 1.9295203455838017e-12, 7.034432931984913e-12, 1.1665323221277113e-11, 4.42680649082039e-11, 1.9658578584436093e-11, 2.5224775393462018e-11, 5.707260705700712e-11, 2.765057106890456e-11, 1.8622418884728376e-10, 4.821036458935168e-09, 1.9601863243678963e-08, 2.950549848890205e-08, 1.4654432334282319e-08, 3.838287021551423e-09]"
1,2,0,"[1.462858612022444e-09, 5.2349133028428696e-08, 4.511611706448093e-08, 4.4797832998710874e-08, 5.6573654205749335e-08, 7.912083788141899e-08, 8.906998516522435e-08, 1.1432565116820115e-07, 4.1556609176041093e-07, 8.953744554673904e-07, 2.7894620870938525e-06, 1.9084764062426984e-06, 3.4871163734351285e-07, 7.86367166938362e-08, 4.059939229250631e-08, 4.3091574752907036e-08, 4.89773768208579e-08, 4.336096637302944e-08, 2.9261869372021465e-08, 2.423317368993594e-08, 2.9277831714580316e-08, 7.178971195287431e-09, 2.3497976897601802e-09, 6.344212932773985e-10, 4.537703823803696e-10, 4.52559600905289e-10, 6.637597138592355e-10]"
1,3,1,"[1.859476350674072e-09, 3.553806138256732e-09, 7.299886028988567e-09, 1.1175634639926102e-08, 2.5992724417278623e-08, 1.0963363195060083e-07, 2.76457058134838e-07, 1.8748492948361672e-05, 3.6584315239451826e-06, 1.1909204733484557e-09, 1.8245829380703071e-07, 5.836571972395177e-07, 8.71591581130815e-08, 2.491261641424103e-09, 1.2553007244786585e-10, 2.173486651074752e-12, 2.5116551061188375e-09, 6.395941554160345e-10, 1.285566653130843e-09, 2.7219925868848804e-08, 1.517656755822827e-08, 2.0304983081587125e-06, 1.0806217687786557e-05, 1.9706739351477154e-07, 4.688952559561699e-10, 1.291840945327749e-08, 8.013083743207972e-07]"
1,4,0,"[8.977739867077617e-07, 1.0639161018843879e-07, 7.535746249232034e-07, 0.0005507166497409344, 3.812825525528751e-05, 1.5153634194575716e-05, 8.705828804522753e-06, 5.039173629484139e-06, 3.0508722375088837e-06, 7.872694709476491e-07, 1.156184566752927e-06, 1.955493189598201e-06, 4.897205144516192e-06, 8.444008926744573e-06, 5.3965595725458115e-06, 1.2112160447941278e-06, 1.1327485935908044e-06, 4.683551196649205e-06, 5.382944436860271e-06, 1.582667437105556e-06, 4.448057211448031e-07, 1.0867557875826606e-07, 1.2070739785485785e-07, 8.201730850032618e-08, 8.363985415371644e-08, 9.6481180378305e-08, 7.079981401147961e-08, 1.1415441036888296e-07, 2.283073854414397e-07, 4.5417601768349414e-07, 1.6818033827803447e-06, 2.3741888071526773e-05, 0.0004085155378561467, 0.001496767858043313, 0.0005347309052012861, 4.379319216241129e-05, 4.044241723022424e-05, 7.830479444237426e-05, 7.237688259920105e-05, 0.0001053509913617745]"
1,5,1,"[2.285573646076955e-05, 1.730728217808064e-05, 1.2074869118805509e-05, 7.771717719151638e-06, 5.832806436956162e-06, 4.781621100846678e-06, 7.460859592356428e-07, 4.187978783209978e-11, 5.8610445385909316e-09, 8.412007090896623e-09, 3.889127242473478e-07, 1.0501189535716549e-05, 0.0005301233031786978, 0.012776587158441544, 2.0067736841156147e-05, 3.828078206424834e-06, 3.071481202709947e-08, 2.7835828086963943e-10, 1.0697946695170657e-10, 2.4756720111429598e-12, 3.0118678384649655e-11, 1.9121841610125756e-10, 7.63999211117472e-11, 8.57662552089522e-12, 1.5821856628669972e-12, 6.608560812297604e-13]"
1,6,0,"[1.3914700502937194e-06, 0.060564298182725906, 0.37047716975212097, 1.403509759256849e-05, 2.073575842587161e-06, 1.4001788031237083e-06, 8.019911206247343e-07, 9.031265335579519e-07, 1.190811985907203e-06, 9.97004804048629e-07, 2.4647429199831095e-06, 4.536975029623136e-05, 0.0009959167800843716, 0.48581749200820923, 0.9999197125434875, 0.9999099969863892, 0.9999095797538757, 0.9999269247055054, 0.999940037727356, 0.9999951124191284, 0.9999507069587708, 0.9998022317886353, 0.9991008639335632, 0.9950164556503296, 0.9972648024559021, 0.9958036541938782, 0.9992422461509705, 0.9996525049209595]"
1,7,1,"[2.0412915091583272e-06, 9.445771276261894e-09, 5.397413072039114e-10, 9.958003172050311e-11, 3.022859462742389e-10, 4.453618362987299e-09, 5.952380774942867e-07, 0.09211348742246628, 0.03134044632315636, 0.0006684212130494416, 1.578868796059396e-05, 4.110422082703735e-07, 3.664886616405738e-09, 5.221478204475716e-05, 0.05569186434149742, 0.9766665697097778, 0.9976786971092224, 0.9982861876487732, 0.999851405620575, 0.9999532103538513, 0.9999999403953552, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
1,8,0,"[1.0, 0.9999998211860657, 0.9999998211860657, 0.9999998807907104, 0.999999463558197, 0.9999992847442627, 0.9999871850013733, 0.9991995692253113, 0.0004112215538043529, 5.517578756553121e-06, 9.54547431319952e-07, 6.590618113477831e-07, 1.6736880752432626e-06, 8.22847505332902e-06, 8.573581726523116e-05, 0.001026755664497614, 0.10542596131563187, 0.710246205329895, 0.9957866072654724, 0.9995432496070862, 0.9988698959350586, 0.9969320893287659, 0.9099440574645996, 0.3471074104309082, 0.22542858123779297, 0.47386714816093445, 0.9772063493728638, 0.9999933838844299, 1.0, 0.9999997615814209, 0.9999991059303284, 0.9999966621398926, 0.9999081492424011, 0.9947995543479919, 0.7840385437011719, 0.1722039133310318]"
1,9,1,"[0.8109452724456787, 0.9926219582557678, 0.9947229027748108, 0.9689556956291199, 0.6271819472312927, 4.813656460100901e-07, 4.4567429746678044e-09, 1.6253166590374235e-09, 1.0372195324848121e-09, 0.09498173743486404, 0.929035484790802, 0.9999450445175171, 0.9999999403953552, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999957263469696, 0.964972198009491, 0.01649242453277111, 0.0011880670208483934, 0.0007580321398563683, 0.0006200092029757798]"
1,10,0,"[0.0026222236920148134, 0.005935064982622862, 0.00811430998146534, 0.02709212712943554, 0.0076467981562018394, 0.0002443717676214874, 2.1870440832572058e-05, 0.00011461435497039929, 0.0043387203477323055, 0.7696252465248108, 0.9999992847442627, 0.999997079372406, 0.98521488904953, 0.9409151077270508, 0.8708322644233704, 0.9975724816322327, 0.9982590675354004, 0.9998306035995483, 0.9999573826789856, 0.9999985694885254, 0.9999974966049194, 0.9999563097953796, 0.7573619484901428, 0.021543223410844803, 0.0017716198926791549, 0.001648728153668344, 0.10725812613964081, 0.9914819002151489, 0.9999268651008606, 0.998783528804779, 0.4225425720214844, 0.03158498555421829, 0.037809308618307114]"
1,11,1,"[0.9908519983291626, 0.9997926950454712, 0.0003037442220374942, 1.9536309991963208e-05, 1.0902705071202945e-05, 1.9063407307839952e-05, 0.012506156228482723, 0.21759864687919617, 0.03290630504488945, 0.02019658498466015, 0.02133113518357277, 0.008163566701114178, 0.17337031662464142, 0.97593092918396, 0.997356116771698, 0.9999998807907104, 0.9999997615814209, 0.9993740320205688, 0.962855339050293, 0.9087530374526978, 0.8963417410850525, 0.997428834438324, 0.9999800324440002, 0.9999940991401672, 0.9999940991401672, 0.296578973531723, 4.35941092291614e-06, 7.697297519371205e-07, 1.0648431469917341e-07, 2.0346624296507798e-05, 0.00022780851577408612, 2.3768123355694115e-05, 1.180663184641162e-05, 2.806450538628269e-05, 2.293838406330906e-05, 2.520280031603761e-05, 0.00010101472435053438, 0.000271700497251004, 0.00034593051532283425, 0.0002397266507614404, 0.00010160893725696951, 0.0001337879803031683, 0.0002207715588156134, 0.0007528357673436403, 0.0017595657845959067, 0.0010235885856673121, 0.000816343177575618, 3.7227790016913787e-05]"
1,12,0,"[3.6963810998713598e-06, 8.680913765601872e-07, 8.425168402936833e-07, 1.865331853423413e-07, 1.6883633691122668e-07, 3.0416322260862216e-06, 3.517078221193515e-05, 0.00037359079578891397, 0.12473926693201065, 0.6281060576438904, 0.8887410163879395, 0.9999786615371704, 0.999994695186615, 0.9999852776527405, 0.9999997615814209, 0.9999998211860657, 0.999987781047821, 0.9999985098838806, 0.9999997019767761, 0.9999993443489075, 1.0, 0.9999999403953552, 0.9999983906745911, 0.9996967911720276, 0.9941053986549377, 0.9530545473098755, 0.9089089035987854, 0.739410936832428, 0.266509473323822, 0.012206990271806717, 0.0012241584481671453, 0.0002956098469439894, 0.00018787100270856172, 0.000279395782854408, 0.00022342108422890306, 0.0002007483853958547]"
1,13,1,"[8.604725007899106e-05, 4.530230216914788e-05, 7.748475763946772e-05, 0.0003056570130866021, 0.0005570501089096069, 0.005794597323983908, 0.005529292393475771, 0.012304682284593582, 9.987346629714011e-07, 6.70918542944321e-10, 2.0455878310676745e-11, 2.6718706999488695e-13, 1.0709255530982897e-11, 6.372228439355254e-11, 8.504147386290128e-11, 4.821682983435771e-11, 1.5472479200639988e-11, 9.425206275170961e-12, 7.395355161587958e-12, 1.5524234675545756e-11, 6.007189884416064e-11, 2.4798291198280253e-10, 8.121925354487303e-10, 1.4071845910734737e-09, 1.0418548246349246e-09, 3.4370992163523795e-10, 2.447309854769486e-10, 1.0256995947033332e-10, 2.919840411119701e-11, 7.8451793672496e-12]"
1,14,0,"[9.89231157925985e-13, 1.8937074131031295e-12, 8.273794843693949e-12, 3.2334447619408735e-11, 6.71626781967305e-11, 1.0004627681858835e-10, 9.117075427944599e-10, 1.1974520930380095e-07, 0.00010271526844007894, 0.0431719645857811, 0.8267714381217957, 0.6345345377922058, 0.33819884061813354, 0.7836869359016418, 0.7125563621520996, 0.6096441149711609, 0.4758714437484741, 0.6745384931564331, 0.8744397163391113, 0.9842514991760254, 0.991042971611023, 0.9982516169548035, 0.6830143332481384, 0.3038398027420044, 0.07718061655759811, 0.12687598168849945, 0.9441956877708435, 0.9952093958854675, 0.9998805522918701, 0.9996532201766968, 0.9924502968788147, 0.9477847218513489, 0.9570366740226746, 0.9170899987220764]"
1,15,1,"[0.9981318712234497, 0.9995883107185364, 0.9994173049926758, 0.002642358886078, 6.99868962783512e-09, 7.914642274897687e-10, 7.372961130514e-10, 2.4513786911484203e-07, 0.9120879769325256, 0.9999999403953552, 1.0, 1.0, 1.0, 0.9999994039535522, 0.999998152256012, 0.9999979734420776, 0.9999909400939941, 0.9999856352806091, 0.9999223947525024, 0.9998434782028198, 0.9992724657058716, 0.9902357459068298, 0.8999539613723755, 0.552869439125061, 0.7149075269699097]"
1,16,0,"[0.3889973759651184, 0.3673672080039978, 0.2772354483604431, 0.19923800230026245, 0.1637667715549469, 0.10715778172016144, 0.04289862886071205, 0.12068604677915573, 0.04261958971619606, 0.01248560193926096, 0.006911806762218475, 0.0024537662975490093, 0.007114247418940067, 0.05366874858736992, 0.20700569450855255, 0.5925233960151672, 0.9653540253639221, 0.9376956224441528, 0.9192320108413696, 0.9589476585388184, 0.8626707196235657, 0.9468689560890198, 0.9952806830406189, 0.9996652603149414, 0.9999966621398926, 1.0, 1.0, 0.9999998211860657, 0.9999998807907104, 0.9999949932098389, 0.9999980926513672, 0.9999504089355469, 0.9999241828918457, 0.9999876022338867, 0.9999844431877136, 0.9983683824539185, 0.6579408645629883, 0.5286080241203308, 0.6936852335929871, 0.9697933793067932, 0.9982057809829712]"
1,17,1,"[0.9665741324424744, 0.9388657808303833, 0.952944278717041, 0.9653264284133911, 0.9984212517738342, 0.9999595880508423, 0.014582661911845207, 5.074582441011444e-05, 1.5327037772294716e-06, 1.6048831241732842e-07, 4.0845410694601014e-05, 0.0013002544874325395, 0.004591993521898985, 0.028346706181764603, 0.1908007115125656, 0.8112326264381409, 0.9944679737091064, 0.9975614547729492, 0.9993021488189697, 0.9998820424079895, 0.9988377690315247, 0.9888778328895569, 0.7752324938774109, 0.6295557618141174, 0.22255806624889374, 0.088044174015522, 0.007819677703082561, 0.0008056738297455013]"
1,18,0,"[0.0001463263324694708, 7.403850759146735e-05, 1.930504549818579e-05, 3.3506374165881425e-05, 0.001158771920017898, 0.020015878602862358, 0.6469343900680542, 0.9506646990776062, 0.9682793617248535, 0.997404158115387, 0.9984689950942993, 0.9917673468589783, 0.9818238019943237, 0.997148334980011, 0.9982756972312927, 0.9992845058441162, 0.9998999238014221, 0.9999822378158569, 0.999999463558197, 0.9999999403953552, 1.0, 1.0, 1.0, 0.9999996423721313, 0.9999736547470093, 0.9995701909065247, 0.9995729923248291, 0.9998170137405396, 0.9999911189079285]"
1,19,1,"[0.9999859929084778, 0.9998205900192261, 0.9990323781967163, 0.9983405470848083, 0.9984394311904907, 0.9995852708816528, 0.7164092063903809, 0.008004858158528805, 0.0004044944071210921, 4.991919922758825e-05, 0.005968050099909306, 0.4112949073314667, 0.5686485171318054, 0.9491651654243469, 0.9882138967514038, 0.9997380971908569, 0.9999985694885254, 0.9998103380203247, 0.9964409470558167, 0.9690024852752686, 0.8944610953330994, 0.8780369758605957, 0.8643774390220642, 0.6518959999084473, 0.5304046273231506, 0.5357376337051392, 0.5461459755897522]"
1,20,0,"[0.6215193271636963, 0.6103031635284424, 0.6986352205276489, 0.8393560647964478, 0.7278413772583008, 0.7867308259010315, 0.9015796780586243, 0.9408798217773438, 0.9968140125274658, 0.9882151484489441, 0.9432207345962524, 0.8182092308998108, 0.8373560905456543, 0.9200626611709595, 0.9903813600540161, 0.9995444416999817, 0.9989559054374695, 0.9948967099189758, 0.9453338980674744, 0.9213995337486267, 0.9698050022125244, 0.9973059892654419, 0.9999935030937195, 0.9999999403953552, 0.9999997615814209, 0.9999558329582214, 0.9995347261428833, 0.9960870146751404, 0.9967085123062134, 0.998896062374115, 0.9968245625495911, 0.9993367195129395, 0.9999145865440369, 0.999997079372406]"
1,21,1,"[0.00018860845011658967, 3.627964133556816e-06, 2.180413730457076e-06, 1.5249635907821357e-05, 0.0022846697829663754, 0.7172546982765198, 0.7464616894721985, 0.7254606485366821, 0.18981775641441345, 0.2881447374820709, 0.36101576685905457, 0.9482966661453247, 0.9999971985816956, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9999998211860657, 0.9999992251396179, 0.9999971389770508, 0.9999998807907104, 1.0]"
1,22,0,"[1.0, 0.9999999403953552, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9999646544456482, 0.9014844298362732, 0.027718544006347656, 0.0006306904251687229, 0.00018262302910443395, 7.107281999196857e-05, 8.712879935046658e-05, 0.00015930763038340956, 0.0001913326559588313, 0.0002843099064193666, 0.0006559173343703151, 0.0021907160989940166, 0.0020489434245973825, 0.010051332414150238, 0.007196154445409775, 0.0042817057110369205, 0.0018928598146885633, 0.0008296921732835472, 0.0009378930553793907, 0.0021113785915076733, 0.0008245631470344961, 0.00035862860386259854, 0.00018011254724115133, 0.00026820148923434317, 0.00019453003187663853, 0.0006152865244075656]"
1,23,1,"[0.0018384994473308325, 0.0005099800182506442, 5.2200000936863944e-05, 6.06790899837506e-06, 4.443407306098379e-06, 2.0437320927157998e-05, 0.0008114529773592949, 0.022433742880821228, 0.2693288326263428, 0.014166063629090786, 0.0029071769677102566, 0.0010831411927938461, 0.0005236392025835812, 0.0002675172290764749, 5.934101500315592e-05, 2.2654243366559967e-05, 2.1932177332928404e-05, 3.4248845622641966e-05, 0.00013896467862650752, 0.0001858720206655562, 0.00018592285050544888, 0.0001837092131609097, 7.143637049011886e-05, 2.7534426408237778e-05, 8.488785169902258e-06]"
1,24,0,"[1.4687132079416187e-06, 1.4519399655910092e-06, 1.2647643643504125e-06, 1.2500225921030506e-06, 1.2290047379792668e-06, 1.0040049573944998e-06, 1.9839387732645264e-07, 2.6154856058724363e-08, 1.0301418384983663e-08, 6.201684499274052e-09, 5.654394286125353e-09, 5.418204107598967e-09, 9.60127977123193e-09, 9.942223044845377e-09, 9.106403631164994e-09, 2.2723209980313186e-08, 1.7341585945018778e-08, 6.165185695294895e-09, 5.624632759548831e-09, 3.90182774978598e-09, 1.7787386008549788e-09, 6.384181516772003e-10, 6.021840803782652e-10, 5.122575141847108e-10, 6.330189705749945e-10, 1.3109971996883019e-09, 1.3394217956985699e-09, 2.5235209477614262e-09, 3.668067627415894e-09, 6.7020242688897724e-09, 2.722814640421234e-09, 3.068447718135303e-09]"
